toreorder,SubjectID,study,ageinmonths,ageinyears,gender,ChildRace_raw,ChildRace,placetested,ChildLang,childspeakers,MothersEdu,daycare/school,siblings,Network Size,NetworkRaceEntropy,RaceEIindex,RaceEIindex_detailedbiracial,LangEntropy_perlang,LangEntropy_percategory,LangEIIndex,NumKin,PropKin,NumAdults,PropAdult,NumChild (total - adult),PropChild,NumHighIntense,NumLowIntense,PropHighIntense,PropLowIntense,NumContexts,groupnodefordaycareteachers+kids,componentratio,Density,NeighorRaceDiv,zipcode,zipcode_og,city,county,suburban/urban,white_zipcode,black_zipcode,americanindian_zipcode,asian_zipcode,nativehawaiian_zipcode,hispanic_zipcode,some_other_race_zipcode,two_or_more_zipcode,NeighborLangDiv,percent_nonenglish,percent_englishonly,percent_spanish_speaking,percent_IndoEuropean_speaking,percent_AsianPacific_speaking,percent_otherlang_speaking,familycomp_raceentro,schoolcomp_raceentro,extra1comp_raceentro,extra2comp_raceentro,extra3comp_raceentro,extra4comp_raceentro,extra5comp_raceentro,median_income
107,S_54,Scaff,22.5,1.88,Male,White or European-American,European or White-American,lab,"English, Chinese, French, Hebrew",multilingual,Post-Graduate,no,sibling,4,0,-1,-1,0.811278124,0.811278124,-1,3,0.75,4,1,0,0.00,3,1,0.75,0.25,1,,0,NA,1.109715958,60637,60637,"Chicago, IL",Cook County,urban,0.145,0.758,0.004,0.045,0,0.028,0.003,0.035,0.671902084,0.102,0.898,0.026,0.03,0.033,0.013,NA,NA,NA,NA,NA,NA,NA,28965
108,S_55,Scaff,24.07,2.01,Male,White or European-American,European or White-American,lab,English,monolingual,Post-Graduate,yes,sibling,7,0,-1,-1,0.591672779,0.591672779,-0.714285714,5,0.71,4,0.571428571,3,0.43,4,3,0.571428571,0.428571429,2,yes,0.166666667,NA,1.6580147,60625,60625,"Chicago, IL",Cook County,urban,0.455,0.047,0,0.129,0,0.328,0.003,0.075,1.846142145,0.511,0.489,0.282,0.095,0.096,0.038,NA,NA,NA,NA,NA,NA,NA,68770
109,S_56,Scaff,25.6,2.13,Female,White or European-American,European or White-American,lab,English,monolingual,Post-Graduate,no,sibling,6,0,-1,-1,0,0,-1,6,1.00,5,0.833333333,1,0.17,4,2,0.666666667,0.333333333,1,,0,NA,1.362694907,60622,60622,"Chicago, IL",Cook County,urban,0.647,0.061,0.001,0.043,0,0.219,0.003,0.053,1.143936719,0.253,0.747,0.152,0.082,0.016,0.003,NA,NA,NA,NA,NA,NA,NA,101161
110,S_57,Scaff,23.13,1.93,Male,White or European-American,European or White-American,lab,"English, Greek",multilingual,Post-Graduate,yes,only,5,0,-1,-1,0.970950594,0.970950594,-1,3,0.60,2,0.4,3,0.60,2,3,0.4,0.6,2,yes,0.25,NA,1.438420438,60647,60647,"Chicago, IL",Cook County,urban,0.443,0.054,0.001,0.03,0,0.448,0.001,0.045,1.199690563,0.375,0.625,0.333,0.026,0.01,0.006,NA,NA,NA,NA,NA,NA,NA,78413
111,S_58,Scaff,23.3,1.94,Female,White or European-American,European or White-American,lab,English,monolingual,Post-Graduate,no,sibling,6,0,-1,-1,0.650022422,0.650022422,-0.666666667,4,0.67,3,0.5,3,0.50,3,3,0.5,0.5,3,,0.4,NA,1.109715958,60637,60637,"Chicago, IL",Cook County,urban,0.145,0.758,0.004,0.045,0,0.028,0.003,0.035,0.671902084,0.102,0.898,0.026,0.03,0.033,0.013,NA,NA,NA,NA,NA,NA,NA,28965
112,S_59,Scaff,22.9,1.91,Male,Biracial/Multiracial,Mixed/Biracial,lab,"English, Spanish",multilingual,Post-Graduate,yes,sibling,9,0.764204507,1,NA,0.970950594,0.970950594,-1,5,0.56,5,0.555555556,4,0.44,5,4,0.555555556,0.444444444,2,,0.125,NA,1.416271361,60302,60302,"Oak Park, IL",Cook County,suburban/rural,0.629,0.194,0,0.049,0,0.08,0.004,0.087,0.762446036,0.124,0.876,0.054,0.039,0.019,0.012,NA,NA,NA,NA,NA,NA,NA,89533
113,S_60,Scaff,22.13,1.84,Male,Biracial/Multiracial,Mixed/Biracial,lab,NA,NA,Bachelor,yes,only,9,0,1,NA,NA,NA,NA,6,0.67,8,0.888888889,1,0.11,2,7,0.222222222,0.777777778,2,yes,0.125,NA,1.438420438,60647,60647,"Chicago, IL",Cook County,urban,0.443,0.054,0.001,0.03,0,0.448,0.001,0.045,1.199690563,0.375,0.625,0.333,0.026,0.01,0.006,NA,NA,NA,NA,NA,NA,NA,78413
114,S_61,Scaff,26.23,2.19,Female,Hispanic or Latino-American,Hispanic or Latino-American,lab,NA,NA,Bachelor,no,sibling,7,0.591672779,-0.714285714,-0.714285714,NA,NA,NA,6,0.86,6,0.857142857,1,0.14,4,3,0.571428571,0.428571429,2,,0.166666667,NA,0.824293523,60632,60632,"Chicago, IL",Cook County,urban,0.088,0.011,0,0.056,0,0.84,0,0.009,1.127754026,0.848,0.152,0.76,0.029,0.054,0.005,NA,NA,NA,NA,NA,NA,NA,44924
115,S_62,Scaff,22.7,1.89,Female,White or European-American,European or White-American,lab,English,monolingual,Bachelor,yes,sibling,6,0,-1,-1,0.650022422,0.650022422,-0.666666667,4,0.67,3,0.5,3,0.50,3,3,0.5,0.5,3,yes,0.4,NA,1.692340291,60607,60607,"Chicago, IL",Cook County,urban,0.522,0.144,0,0.225,0,0.083,0.002,0.048,1.186682418,0.239,0.761,0.047,0.073,0.112,0.007,NA,NA,NA,NA,NA,NA,NA,102726
116,S_63,Scaff,25.7,2.14,Male,White or European-American,European or White-American,lab,English,monolingual,Bachelor,no,sibling,8,0,-1,-1,0.650022422,0.650022422,-0.666666667,6,0.75,7,0.875,1,0.13,3,5,0.375,0.625,1,,0,NA,1.433652399,60618,60618,"Chicago, IL",Cook County,urban,0.483,0.021,0,0.061,0.001,0.404,0.003,0.054,1.48636035,0.452,0.548,0.345,0.061,0.038,0.008,NA,NA,NA,NA,NA,NA,NA,78704
117,S_64,Scaff,25.1,2.09,Male,Black or African-American,African or African-American,lab,English,monolingual,Some college,yes,only,6,0,-1,-1,0,0,-1,5,0.83,4,0.666666667,2,0.33,5,1,0.833333333,0.166666667,2,yes,0.2,NA,0.510573916,60636,60636,"Chicago, IL",Cook County,urban,0.01,0.898,0.001,0,0,0.077,0.001,0.025,0.399519554,0.07,0.93,0.065,0.002,0.001,0.002,NA,NA,NA,NA,NA,NA,NA,26724
118,S_65,Scaff,25.53,2.13,Female,Hispanic or Latino-American,Hispanic or Latino-American,lab,"English, Spanish",multilingual,Associates,yes,only,6,0,-1,-1,0.650022422,0.650022422,-1,5,0.83,5,0.833333333,1,0.17,3,3,0.5,0.5,2,yes,0.2,NA,1.832625124,60616,60616,"Chicago, IL",Cook County,urban,0.242,0.248,0,0.404,0,0.084,0.001,0.04,1.549289724,0.458,0.542,0.052,0.062,0.333,0.011,NA,NA,NA,NA,NA,NA,NA,52162
119,S_66,Scaff,22.73,1.89,Female,Black or African-American,African or African-American,lab,NA,NA,Some college,yes,only,3,0,-1,-1,0,0,NA,1,0.33,2,0.666666667,1,0.33,1,2,0.333333333,0.666666667,2,yes,0.5,NA,1.692340291,60607,60607,"Chicago, IL",Cook County,urban,0.522,0.144,0,0.225,0,0.083,0.002,0.048,1.186682418,0.239,0.761,0.047,0.073,0.112,0.007,NA,NA,NA,NA,NA,NA,NA,102726
120,S_67,Scaff,22.5,1.88,Male,White or European-American,European or White-American,lab,"English, German",multilingual,Post-Graduate,yes,only,5,0.721928095,-0.6,-0.6,1.370950594,0.970950594,-0.6,3,0.60,3,0.6,2,0.40,2,3,0.4,0.6,2,yes,0.25,NA,1.580581388,60615,60615,"Chicago, IL",Cook County,urban,0.264,0.547,0.004,0.08,0,0.062,0.003,0.08,1.009013249,0.179,0.821,0.061,0.039,0.063,0.016,NA,NA,NA,NA,NA,NA,NA,45077
121,S_68,Scaff,22.87,1.91,Female,White or European-American,European or White-American,lab,English,monolingual,Bachelor,yes,only,6,0.650022422,-0.666666667,-0.666666667,0.918295834,0.918295834,-0.333333333,4,0.67,3,0.5,3,0.50,3,3,0.5,0.5,2,yes,0.2,NA,1.357258694,60634,60634,"Chicago, IL",Cook County,urban,0.54,0.018,0.002,0.053,0,0.382,0,0.009,1.812219344,0.592,0.408,0.304,0.234,0.04,0.014,NA,NA,NA,NA,NA,NA,NA,70083
122,S_69,Scaff,22.77,1.90,Male,White or European-American,European or White-American,lab,English,monolingual,Post-Graduate,no,sibling,6,0,-1,-1,0.650022422,0.650022422,-0.666666667,5,0.83,3,0.5,3,0.50,4,2,0.666666667,0.333333333,2,,0.2,NA,1.109715958,60637,60637,"Chicago, IL",Cook County,urban,0.145,0.758,0.004,0.045,0,0.028,0.003,0.035,0.671902084,0.102,0.898,0.026,0.03,0.033,0.013,NA,NA,NA,NA,NA,NA,NA,28965
123,S_70,Scaff,24.07,2.01,Male,Black or African-American,African or African-American,lab,NA,NA,Associates,yes,sibling,5,0.721928095,-0.6,-0.6,NA,NA,NA,4,0.80,4,0.8,1,0.20,3,2,0.6,0.4,2,yes,0.25,NA,1.557943334,60411,60411,"Chicago Heights, IL",Cook County,urban,0.205,0.501,0,0.004,0,0.265,0.007,0.036,0.943062108,0.239,0.761,0.213,0.013,0.001,0.012,NA,NA,NA,NA,NA,NA,NA,47769
124,S_71/AttnPilot27,Scaff,22.3,1.86,Female,White or European-American,European or White-American,lab,NA,NA,Bachelor,no,only,5,0,-1,-1,1,0,NA,3,0.60,3,0.6,2,0.40,2,3,0.4,0.6,2,yes,0.25,NA,1.832625124,60616,60616,"Chicago, IL",Cook County,urban,0.242,0.248,0,0.404,0,0.084,0.001,0.04,1.549289724,0.458,0.542,0.052,0.062,0.333,0.011,NA,NA,NA,NA,NA,NA,NA,52162
125,S_72,Scaff,23.23,1.94,Female,White or European-American,European or White-American,lab,English,monolingual,Post-Graduate,yes,sibling,4,0,-1,-1,0.811278124,0.811278124,-0.5,3,0.75,2,0.5,2,0.50,4,0,1,0,3,yes,0.666666667,NA,1.416271361,60302,60302,"Oak Park, IL",Cook County,suburban/rural,0.629,0.194,0,0.049,0,0.08,0.004,0.087,0.762446036,0.124,0.876,0.054,0.039,0.019,0.012,NA,NA,NA,NA,NA,NA,NA,89533
126,S_73,Scaff,22.1,1.84,Female,Black or African-American,African or African-American,lab,English,monolingual,Some college,no,only,5,0,-1,-1,0,0,-1,5,1.00,5,1,0,0.00,4,1,0.8,0.2,1,,0,NA,1.300536806,60651,60651,"Chicago, IL",Cook County,urban,0.041,0.512,0.001,0.005,0,0.425,0.006,0.019,1.057879121,0.381,0.619,0.368,0.008,0.003,0.002,NA,NA,NA,NA,NA,NA,NA,38955
127,S_74/AttnPilot24,Scaff,22,1.83,Female,White or European-American,European or White-American,lab,English,monolingual,Post-Graduate,no,only,7,0.591672779,-0.714285714,-0.714285714,0.591672779,0.650022422,-0.714285714,2,0.29,3,0.428571429,4,0.57,2,5,0.285714286,0.714285714,2,,0.166666667,NA,1.580581388,60615,60615,"Chicago, IL",Cook County,urban,0.264,0.547,0.004,0.08,0,0.062,0.003,0.08,1.009013249,0.179,0.821,0.061,0.039,0.063,0.016,NA,NA,NA,NA,NA,NA,NA,45077
128,S_75/AttnPilot39,Scaff,23,1.92,Male,Biracial/Multiracial,Mixed/Biracial,lab,"English, Mandarin",multilingual,Bachelor,no,only,6,1,1,NA,1.459147917,1.459147917,-1,3,0.50,3,0.5,3,0.50,3,3,0.5,0.5,4,,0.6,NA,1.586829898,60605,60605,"Chicago, IL",Cook County,urban,0.573,0.165,0.001,0.161,0,0.058,0.003,0.076,1.165396762,0.224,0.776,0.04,0.086,0.082,0.016,NA,NA,NA,NA,NA,NA,NA,111438
129,S_76/AttnPilot36,Scaff,23.5,1.96,Male,White or European-American,European or White-American,lab,"English, French, Hebrew, Spanish",multilingual,Bachelor,yes,sibling,6,0,-1,-1,1.584962501,0.918295834,-1,5,0.83,3,0.5,3,0.50,4,2,0.666666667,0.333333333,2,,0.2,NA,1.07680371,60505,60505,"Aurora, IL",Kane County,suburban/rural,0.148,0.081,0,0.009,0,0.757,0.001,0.008,1.043662252,0.675,0.325,0.659,0.005,0.007,0.004,NA,NA,NA,NA,NA,NA,NA,50986
130,S_77/AttnPilot26,Scaff,22.8,1.90,Male,White or European-American,European or White-American,lab,"English, Sign Language",multilingual,Post-Graduate,no,sibling,6,0,-1,-1,0.918295834,0.918295834,-1,5,0.83,4,0.666666667,2,0.33,4,2,0.666666667,0.333333333,1,,0,NA,1.015916738,60477,60477,"Tinley Park, IL",Cook County,suburban/rural,0.789,0.059,0,0.021,0,0.122,0.002,0.013,0.899574094,0.155,0.845,0.06,0.03,0.011,0.054,NA,NA,NA,NA,NA,NA,NA,69419
131,PT10,PT,37.6,3.13,Male,European,European or White-American,lab,"English, Dutch, French, German",multilingual,Post-Graduate,yes,only,15,1.370950594,-0.2,-0.2,2.022579762,0.970950594,-0.333333333,7,0.47,13,0.866666667,2,0.13,10,5,0.666666667,0.333333333,2,,0.071428571,NA,1.109715958,60637,60637Ê,"Chicago, IL",Cook County,urban,0.145,0.758,0.004,0.045,0,0.028,0.003,0.035,0.671902084,0.102,0.898,0.026,0.03,0.033,0.013,NA,NA,NA,NA,NA,NA,NA,28965
132,PT16,PT,36.11,3.01,Male,NA,African or African-American,lab,English,monolingual,NA,no,only,7,0.591672779,NA,NA,0.591672779,0.591672779,-0.714285714,2,0.29,6,0.857142857,1,0.14,1,5,0.166666667,0.833333333,3,,0.333333333,NA,0.428952164,60628,60628,"Chicago, IL",Cook County,urban,0.019,0.932,0.001,0.002,0,0.034,0.004,0.016,0.343729623,0.049,0.951,0.035,0.008,0.002,0.004,NA,NA,NA,NA,NA,NA,NA,41169
133,PT20,PT,37.26,3.11,Female,Hispanic,Hispanic or Latino-American,lab,"English, Spanish",multilingual,Bachelor,no,only,10,0,-1,-1,0.970950594,0.970950594,-1,10,1.00,9,0.9,1,0.10,8,2,0.8,0.2,1,,0,NA,1.306021788,60455,60455Ê,"Bridgeview, IL",Cook County,suburban/rural,0.662,0.036,0,0.064,0,0.227,0,0.021,1.882507635,0.496,0.504,0.178,0.192,0.035,0.091,NA,NA,NA,NA,NA,NA,NA,55637
134,PT21,PT,38.21,3.18,Male,"European,Hispanic",Mixed/Biracial,lab,"English, Spanish",multilingual,Post-Graduate,no,only,7,0.591672779,1,-1,1.148834854,0.863120569,-1,6,0.86,7,1,0,0.00,5,2,0.714285714,0.285714286,1,,0,NA,1.223112138,60613,60613Ê,"Chicago, IL",Cook County,urban,0.73,0.057,0.004,0.066,0,0.113,0.001,0.058,1.119037213,0.21,0.79,0.081,0.078,0.028,0.023,NA,NA,NA,NA,NA,NA,NA,84318
135,PT22,PT,38.8,3.23,Male,European,European or White-American,lab,English,monolingual,Bachelor,yes,sibling,10,1.156779649,-0.4,-0.4,0.468995594,0.468995594,-0.8,7,0.70,6,0.6,4,0.40,4,6,0.4,0.6,3,,0.222222222,NA,1.344682344,60402,60402Ê,"Berwyn, IL",Cook County,suburban/rural,0.276,0.056,0.001,0.033,0,0.621,0,0.026,1.350379596,0.577,0.423,0.513,0.035,0.026,0.003,NA,NA,NA,NA,NA,NA,NA,63087
136,PT23,PT,36.9,3.08,Female,African American,African or African-American,lab,NA,NA,Some college,no,sibling,6,NA,NA,NA,NA,NA,NA,4,0.67,4,0.666666667,2,0.33,NA,NA,NA,NA,2,,0.2,NA,1.580581388,60615,60615,"Chicago, IL",Cook County,urban,0.264,0.547,0.004,0.08,0,0.062,0.003,0.08,1.009013249,0.179,0.821,0.061,0.039,0.063,0.016,NA,NA,NA,NA,NA,NA,NA,45077
137,PT24,PT,38.3,3.19,Male,European,European or White-American,lab,English,monolingual,NA,yes,sibling,12,1.625814584,0,0,1.28067213,0.979868757,-0.166666667,3,0.25,7,0.583333333,5,0.42,6,6,0.5,0.5,2,,0.090909091,NA,1.438420438,60647,60647,"Chicago, IL",Cook County,urban,0.443,0.054,0.001,0.03,0,0.448,0.001,0.045,1.199690563,0.375,0.625,0.333,0.026,0.01,0.006,NA,NA,NA,NA,NA,NA,NA,78413
138,PT27,PT,35.3,2.94,Female,European,European or White-American,lab,English,monolingual,Post-Graduate,no,sibling,18,1.134969975,-0.333333333,-0.333333333,0.650022422,0.650022422,-0.666666667,8,0.44,11,0.611111111,7,0.39,3,15,0.166666667,0.833333333,4,,0.176470588,NA,1.433652399,60618,60618Ê,"Chicago, IL",Cook County,urban,0.483,0.021,0,0.061,0.001,0.404,0.003,0.054,1.48636035,0.452,0.548,0.345,0.061,0.038,0.008,NA,NA,NA,NA,NA,NA,NA,78704
139,PT29,PT,38.8,3.23,Male,European,European or White-American,lab,"English, French, Hebrew ",multilingual,Post-Graduate,yes,sibling,9,0.503258335,-0.777777778,-0.777777778,1.446616668,0.918295834,-0.777777778,3,0.33,6,0.666666667,3,0.33,4,5,0.444444444,0.555555556,3,,0.25,NA,1.211569296,60611,60611Ê,"Chicago, IL",Cook County,urban,0.714,0.028,0.002,0.177,0,0.052,0.005,0.044,1.251208412,0.252,0.748,0.04,0.111,0.084,0.017,NA,NA,NA,NA,NA,NA,NA,106906
140,PT32,PT,36.8,3.07,Male,European,European or White-American,lab,English,monolingual,Some college,no,sibling,4,NA,NA,NA,0,0,-1,3,0.75,2,0.5,2,0.50,3,0,1,0,1,,0,NA,1.109715958,60637,60637Ê,"Chicago, IL",Cook County,urban,0.145,0.758,0.004,0.045,0,0.028,0.003,0.035,0.671902084,0.102,0.898,0.026,0.03,0.033,0.013,NA,NA,NA,NA,NA,NA,NA,28965
141,PT33,PT,38.27,3.19,Female,European,European or White-American,lab,"English, French",multilingual,Bachelor,yes,sibling,11,0.865856617,-0.636363636,-0.636363636,1.971747257,0.994030211,-0.090909091,3,0.27,7,0.636363636,4,0.36,3,8,0.272727273,0.727272727,2,,0.1,NA,1.580581388,60615,60615,"Chicago, IL",Cook County,urban,0.264,0.547,0.004,0.08,0,0.062,0.003,0.08,1.009013249,0.179,0.821,0.061,0.039,0.063,0.016,NA,NA,NA,NA,NA,NA,NA,45077
142,PT36,PT,37.8,3.15,Female,European,European or White-American,lab,English,monolingual,Post-Graduate,no,sibling,26,1.428412468,-0.083333333,-0.083333333,0.41381685,0.41381685,-0.833333333,10,0.38,13,0.5,13,0.50,10,14,0.416666667,0.583333333,5,,0.16,NA,1.639794847,60609,60609,"Chicago, IL",Cook County,urban,0.149,0.243,0,0.063,0,0.534,0,0.021,1.361345831,0.536,0.464,0.466,0.013,0.054,0.003,NA,NA,NA,NA,NA,NA,NA,37353
143,PT37,PT,36.23,3.02,Female,European,European or White-American,lab,English,monolingual,Post-Graduate,yes,only,15,NA,NA,NA,0,0.811278124,-1,3,0.20,10,0.666666667,5,0.33,3,1,0.75,0.25,4,,0.214285714,NA,1.300536806,60651,60651,"Chicago, IL",Cook County,urban,0.041,0.512,0.001,0.005,0,0.425,0.006,0.019,1.057879121,0.381,0.619,0.368,0.008,0.003,0.002,NA,NA,NA,NA,NA,NA,NA,38955
144,PT38,PT,38.2,3.18,Male,NA,Mixed/Biracial,lab,"English, Spanish",multilingual,NA,yes,only,15,2.389898095,NA,NA,2.422579762,0.970950594,-0.2,6,0.40,11,0.733333333,4,0.27,12,3,0.8,0.2,2,,0.071428571,NA,1.109715958,60637,60637Ê,"Chicago, IL",Cook County,urban,0.145,0.758,0.004,0.045,0,0.028,0.003,0.035,0.671902084,0.102,0.898,0.026,0.03,0.033,0.013,NA,NA,NA,NA,NA,NA,NA,28965
145,PT39,PT,36.27,3.02,Male,European,European or White-American,lab,English,monolingual,Post-Graduate,no,only,8,0,-1,-1,0,0,-1,8,1.00,8,1,0,0.00,6,2,0.75,0.25,1,,0,NA,0.885492258,60655,60655Ê,"Chicago, IL",Cook County,urban,0.826,0.066,0,0.015,0,0.083,0.001,0.018,0.439819785,0.064,0.936,0.03,0.025,0.008,0.001,NA,NA,NA,NA,NA,NA,NA,102813
146,PT40,PT,38.5,3.21,Female,"European,Hispanic",Mixed/Biracial,lab,"English, Spanish",multilingual,Associates,no,sibling,17,0.522559375,1,-1,0.522559375,0.522559375,-1,4,0.24,8,0.470588235,9,0.53,5,7,0.416666667,0.583333333,4,,0.1875,NA,1.060053349,60656,60656Ê,"Chicago, IL",Cook County,urban,0.763,0.012,0,0.073,0,0.123,0.005,0.047,1.782019357,0.472,0.528,0.081,0.269,0.062,0.06,NA,NA,NA,NA,NA,NA,NA,64440
147,PT41,PT,36.7,3.06,Male,African American,African or African-American,lab,English,monolingual,Post-Graduate,no,sibling,5,0,-1,-1,0,0,-1,4,0.80,4,0.8,1,0.20,4,1,0.8,0.2,1,,0,NA,1.580581388,60615,60615Ê,"Chicago, IL",Cook County,urban,0.264,0.547,0.004,0.08,0,0.062,0.003,0.08,1.009013249,0.179,0.821,0.061,0.039,0.063,0.016,NA,NA,NA,NA,NA,NA,NA,45077
148,PT43,PT,36.18,3.02,Female,European,European or White-American,lab,English,monolingual,Bachelor,no,sibling,9,0,-1,-1,0.503258335,0.503258335,-0.777777778,9,1.00,8,0.888888889,1,0.11,3,6,0.333333333,0.666666667,1,,0,NA,1.639794847,60609,60609Ê,"Chicago, IL",Cook County,urban,0.149,0.243,0,0.063,0,0.534,0,0.021,1.361345831,0.536,0.464,0.466,0.013,0.054,0.003,NA,NA,NA,NA,NA,NA,NA,37353
149,PT45,PT,36.12,3.01,Female,European,European or White-American,lab,English,monolingual,Post-Graduate,yes,sibling,16,1.014097656,-0.5,-0.5,1.186278124,1.014097656,-0.5,9,0.56,11,0.6875,5,0.31,6,10,0.375,0.625,3,,0.133333333,NA,1.499229086,60901,60901Ê,"Kankakee, IL",Kankakee County,suburban/rural,0.532,0.308,0.004,0.009,0,0.134,0.001,0.025,0.670751866,0.138,0.862,0.122,0.007,0.008,0.001,NA,NA,NA,NA,NA,NA,NA,48319
150,PT48,PT,38.22,3.19,Female,European,European or White-American,lab,NA,NA,Some college,yes,sibling,14,NA,NA,NA,NA,NA,NA,4,0.29,9,0.642857143,5,0.36,NA,NA,NA,NA,3,,0.153846154,NA,0.558609433,60653,60653Ê,"Chicago, IL",Cook County,urban,0.043,0.903,0.002,0.013,0,0.022,0.001,0.033,0.463608506,0.064,0.936,0.026,0.014,0.008,0.016,NA,NA,NA,NA,NA,NA,NA,31093
151,PT49,PT,36.26,3.02,Male,"African American,European",Mixed/Biracial,lab,English,monolingual,Bachelor,yes,sibling,18,1.122113677,0.666666667,0.666666667,1.09753784,0.764204507,-0.555555556,8,0.44,12,0.666666667,6,0.33,7,11,0.388888889,0.611111111,3,,0.117647059,NA,0.949567718,60657,60657Ê,"Chicago, IL",Cook County,urban,0.805,0.025,0.001,0.069,0.001,0.07,0.001,0.057,0.866234175,0.146,0.854,0.049,0.053,0.033,0.011,NA,NA,NA,NA,NA,NA,NA,95173
152,PT5,PT,36.23,3.02,Male,European,European or White-American,lab,"English, Spanish",multilingual,Post-Graduate,no,sibling,13,0.391243564,-0.846153846,-0.846153846,0.995727452,0.995727452,-1,7,0.54,9,0.692307692,4,0.31,12,0,1,0,1,,0,NA,1.049086496,60639,60639Ê,"Chicago, IL",Cook County,urban,0.067,0.129,0.001,0.015,0,0.779,0.003,0.011,1.093156534,0.737,0.263,0.7,0.02,0.013,0.004,NA,NA,NA,NA,NA,NA,NA,46107
153,PT53,PT,38.14,3.18,Female,European,European or White-American,lab,NA,NA,Post-Graduate,yes,sibling,18,NA,NA,NA,NA,NA,NA,10,0.56,10,0.555555556,8,0.44,NA,NA,NA,NA,2,,0.058823529,NA,0.859452735,60631,60631Ê,"Chicago, IL",Cook County,urban,0.821,0.015,0.001,0.029,0,0.107,0.004,0.046,1.005946485,0.206,0.794,0.059,0.129,0.013,0.005,NA,NA,NA,NA,NA,NA,NA,93989
154,PT54,PT,37.6,3.13,Male,"Asian,European",Mixed/Biracial,lab,English,monolingual,Post-Graduate,yes,sibling,17,1.771782222,0.5,-0.375,0.946372936,0.749595257,-0.571428571,9,0.53,9,0.529411765,8,0.47,9,8,0.529411765,0.470588235,2,,0.0625,NA,1.451009089,60661,60661Ê,"Chicago, IL",Cook County,urban,0.513,0.036,0,0.358,0,0.064,0,0.058,1.531714497,0.368,0.632,0.031,0.139,0.176,0.022,NA,NA,NA,NA,NA,NA,NA,120000
155,PT55,PT,36.17,3.01,Female,European,European or White-American,lab,English,monolingual,NA,no,only,11,0.945660305,-0.272727273,-0.272727273,0.684038436,0.684038436,-0.636363636,2,0.18,8,0.727272727,3,0.27,2,9,0.181818182,0.818181818,4,,0.3,NA,1.449516651,60630,60630Ê,"Chicago, IL",Cook County,urban,0.561,0.014,0.002,0.112,0,0.279,0.001,0.061,1.845708711,0.489,0.511,0.212,0.162,0.087,0.028,NA,NA,NA,NA,NA,NA,NA,73212
156,PT56,PT,38.4,3.20,Male,European,European or White-American,lab,English,monolingual,Post-Graduate,yes,sibling,16,0.993392729,-0.625,-0.625,0,0,-1,5,0.31,10,0.625,6,0.38,7,3,0.7,0.3,4,,0.2,NA,1.6580147,60625,60625Ê,"Chicago, IL",Cook County,urban,0.455,0.047,0,0.129,0,0.328,0.003,0.075,1.846142145,0.511,0.489,0.282,0.095,0.096,0.038,NA,NA,NA,NA,NA,NA,NA,68770
157,PT57,PT,36.22,3.02,Female,European,European or White-American,lab,"English, Russian, Ukranian",multilingual,Post-Graduate,yes,sibling,13,0.439496987,-0.818181818,-0.818181818,2,0.811278124,-1,4,0.31,8,0.615384615,5,0.38,4,1,0.8,0.2,2,,0.083333333,NA,1.586829898,60605,60605Ê,"Chicago, IL",Cook County,urban,0.573,0.165,0.001,0.161,0,0.058,0.003,0.076,1.165396762,0.224,0.776,0.04,0.086,0.082,0.016,NA,NA,NA,NA,NA,NA,NA,111438
158,PT59,PT,36.9,3.08,Female,Asian ,Asian or Asian-American,lab,"English, Bengali",multilingual,Post-Graduate,yes,only,11,1.67673703,0.090909091,0.090909091,1.348587896,0.994030211,-0.818181818,5,0.45,8,0.727272727,3,0.27,2,8,0.2,0.8,2,,0.1,NA,1.580581388,60615,60615Ê,"Chicago, IL",Cook County,urban,0.264,0.547,0.004,0.08,0,0.062,0.003,0.08,1.009013249,0.179,0.821,0.061,0.039,0.063,0.016,NA,NA,NA,NA,NA,NA,NA,45077
159,PT6,PT,38,3.17,Male,European,European or White-American,lab,English,monolingual,Bachelor,no,only,10,0,-1,-1,0.468995594,0.468995594,-0.8,5,0.50,6,0.6,4,0.40,4,6,0.4,0.6,2,,0.111111111,NA,0.885492258,60655,60655Ê,"Chicago, IL",Cook County,urban,0.826,0.066,0,0.015,0,0.083,0.001,0.018,0.439819785,0.064,0.936,0.03,0.025,0.008,0.001,NA,NA,NA,NA,NA,NA,NA,102813
160,PT8,PT,36.18,3.02,Male,European,European or White-American,lab,"English, Russian, Uzbek, Turkish, Persian",multilingual,Post-Graduate,no,sibling,12,0.650022422,-0.666666667,-0.666666667,2.251629167,1.28067213,-0.454545455,6,0.50,5,0.416666667,7,0.58,5,7,0.416666667,0.583333333,3,,0.181818182,NA,1.580581388,60615,60615Ê,"Chicago, IL",Cook County,urban,0.264,0.547,0.004,0.08,0,0.062,0.003,0.08,1.009013249,0.179,0.821,0.061,0.039,0.063,0.016,NA,NA,NA,NA,NA,NA,NA,45077
161,PT9,PT,36.3,3.03,Female,European,European or White-American,lab,"English, American Sign Language, Spanish",multilingual,Bachelor,no,only,16,1,0,0,2.719294526,1.238901257,0.076923077,4,0.25,6,0.375,10,0.63,2,14,0.125,0.875,7,,0.4,NA,1.580581388,60615,60615Ê,"Chicago, IL",Cook County,urban,0.264,0.547,0.004,0.08,0,0.062,0.003,0.08,1.009013249,0.179,0.821,0.061,0.039,0.063,0.016,NA,NA,NA,NA,NA,NA,NA,45077
